,Intercept,Away Effective FG%,Away TOV%,Away Offensive REB%,Away Free Throw Rate,Away Opponent Effective FG%,Away Opponent TOV%,Away Opponent OREB%,Away Opponent Free Throw Rate,Home Effective FG%,Home TOV%,Home Offensive REB%,Home Free Throw Rate,Home Opponent Effective FG%,Home Opponent TOV%,Home Opponent OREB%,Home Opponent Free Throw Rate
Coefficients,68.6730395,0.459109269,-1.381652612,0.33189616,0.381069332,-1.01637483,1.278573397,-0.068658813,-0.467204818,-2.135502521,0.679950962,-0.905459798,-0.761310042,2.152508524,-1.331874546,-0.18532101,0.415183628
